accession	species	niche	geo_loc	host	collection_date	gene	gene_name	scope	type	subtype	amr_class	subclass	method	pct_cov	pct_id	year	region	host_group
GCA_028834305.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-04-15	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834305.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-04-15	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	USA	Human
GCA_028834325.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-05-20	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834325.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-05-20	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834325.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-05-20	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834325.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-05-20	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834345.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-04-08	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834345.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-04-08	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834345.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-04-08	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834345.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-04-08	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834365.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834365.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	USA	Human
GCA_028834365.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834365.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	USA	Human
GCA_028834385.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834385.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834385.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834385.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834405.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-17	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834405.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-17	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.3	2022.0	USA	Human
GCA_028834405.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-17	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.3	2022.0	USA	Human
GCA_028834405.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-17	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834425.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-13	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	USA	Human
GCA_028834425.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-13	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834425.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-13	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834425.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-13	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	USA	Human
GCA_028834445.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-24	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	USA	Human
GCA_028834445.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-24	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834445.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-24	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834445.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-06-24	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	USA	Human
GCA_028834465.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-18	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	USA	Human
GCA_028834465.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-18	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834465.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-18	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	USA	Human
GCA_028834465.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-18	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834485.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-28	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834485.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-28	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834485.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-28	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028834485.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-07-28	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028834505.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2020.0	USA	Human
GCA_028834505.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2020.0	USA	Human
GCA_028834505.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2020.0	USA	Human
GCA_028834505.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2020.0	USA	Human
GCA_028834525.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-02-20	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2020.0	USA	Human
GCA_028834525.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-02-20	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2020.0	USA	Human
GCA_028834525.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-02-20	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2020.0	USA	Human
GCA_028834525.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-02-20	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2020.0	USA	Human
GCA_028834545.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2020.0	USA	Human
GCA_028834545.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2020.0	USA	Human
GCA_028834545.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2020.0	USA	Human
GCA_028834545.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-03-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2020.0	USA	Human
GCA_028834565.1	Yersinia enterocolitica	H	USA	missing	2022	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	USA	Other/Unknown
GCA_028834565.1	Yersinia enterocolitica	H	USA	missing	2022	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Other/Unknown
GCA_028834565.1	Yersinia enterocolitica	H	USA	missing	2022	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	USA	Other/Unknown
GCA_028834565.1	Yersinia enterocolitica	H	USA	missing	2022	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Other/Unknown
GCA_028834585.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-06-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2020.0	USA	Human
GCA_028834585.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-06-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2020.0	USA	Human
GCA_028834585.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-06-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2020.0	USA	Human
GCA_028834585.1	Yersinia enterocolitica	H	USA	Homo sapiens	2020-06-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2020.0	USA	Human
GCA_028834605.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-03-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2021.0	USA	Human
GCA_028834605.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-03-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	USA	Human
GCA_028834605.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-03-04	tet(H)	tetracycline efflux MFS transporter Tet(H)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	100.0	100.0	2021.0	USA	Human
GCA_028834605.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-03-04	tet(H)	tetracycline efflux MFS transporter Tet(H)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	100.0	100.0	2021.0	USA	Human
GCA_028834605.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-03-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2021.0	USA	Human
GCA_028834605.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-03-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	USA	Human
GCA_028834625.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-09-17	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2021.0	USA	Human
GCA_028834625.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-09-17	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2021.0	USA	Human
GCA_028834625.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-09-17	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2021.0	USA	Human
GCA_028834625.1	Yersinia enterocolitica	H	USA	Homo sapiens	2021-09-17	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2021.0	USA	Human
GCA_028834645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2018-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2018.0	Other	Human
GCA_028834645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2018-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2018.0	Other	Human
GCA_028834645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2018-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2018.0	Other	Human
GCA_028834645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2018-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2018.0	Other	Human
GCA_028834665.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834665.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2021.0	Other	Human
GCA_028834665.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2021.0	Other	Human
GCA_028834665.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834685.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834685.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834685.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834685.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834705.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834705.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834705.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834705.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834725.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834725.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834725.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834725.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834745.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834745.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028834745.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028834745.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834765.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834765.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834765.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834765.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834785.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834785.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834785.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834785.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834805.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2021.0	Other	Human
GCA_028834805.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834805.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2021.0	Other	Human
GCA_028834805.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834825.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834825.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834825.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834825.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834845.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834845.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834845.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834845.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834865.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834865.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
